Lake Water Quality Report - 1950 to 2017


Lake Name,County Name,Waterbody ID(WBIC),Region Code,County Code,Station Name,Station ID,Geo Region,Lake Type
Two Sisters Lake,Oneida,1588200,NO,44,,443391,NE,SPRING



Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI,Lake Level,Staff Gauge,Appearance,Color,Perception
8190289,05/31/1986,21.5,NO,6.5,,,33,,,,,CLEAR,BLUE,
8190289,06/28/1986,18.25,NO,5.5,,,35,,,,,CLEAR,BLUE,
8190289,07/20/1986,15.75,NO,4.8,,,37,,,,,CLEAR,BLUE,
8190289,07/26/1986,16.25,NO,4.9,,,37,,,,,CLEAR,BLUE,
8190289,08/03/1986,14.25,NO,4.3,,,39,,,,,CLEAR,BLUE,
8190289,08/09/1986,14.75,NO,4.5,,,38,,,,,CLEAR,BLUE,
8190289,09/13/1986,13.25,NO,4,,,40,,,,,,BROWN,
8190289,05/02/1987,12.25,NO,3.7,,,41,,,LOW,,,GREEN,
8190289,06/07/1987,18.75,NO,5.7,,,35,,,,,CLEAR,BLUE,
8190289,06/28/1987,20.75,NO,6.3,,,33,,,,,CLEAR,BLUE,
8190289,07/18/1987,22.5,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,07/26/1987,24.25,NO,7.4,,,31,,,,,CLEAR,BLUE,
8190289,08/08/1987,27.25,NO,8.3,,,30,,,,,CLEAR,BLUE,
8190289,09/05/1987,22.25,NO,6.8,,,32,,,,,CLEAR,BLUE,
8190289,09/27/1987,20.5,NO,6.2,,,34,,,,,CLEAR,BLUE,
05/03/2011,Tim Hoyman - Onterra- LLC,TOWN OF NEWBOLD: Two Sisters Lake Management Planning Project- Phase 1
05/11/2011,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/01/2011,_ Fenske- Todd Hanke - Onterra- LLC,TOWN OF NEWBOLD: Two Sisters Lake Management Planning Project- Phase 1
06/08/2011,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/25/2011,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/25/2011,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/25/2011,Kent Bradshaw,Citizen Lake Monitoring Network QA/QC - 2011
07/25/2011,_ Fenske- Todd Hanke - Onterra- LLC,TOWN OF NEWBOLD: Two Sisters Lake Management Planning Project- Phase 1
08/11/2011,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/06/2011,Tim Hoyman - Onterra- LLC,TOWN OF NEWBOLD: Two Sisters Lake Management Planning Project- Phase 1
09/06/2011,Todd Hanke - Onterra- LLC,TOWN OF NEWBOLD: Two Sisters Lake Management Planning Project- Phase 1
09/07/2011,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/07/2011,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/19/2011,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
10/25/2011,_ Fenske- Todd Hanke - Onterra- LLC,TOWN OF NEWBOLD: Two Sisters Lake Management Planning Project- Phase 1
03/08/2012,Todd Hanke and Tim Hoyman - Onterra- LLC,TOWN OF NEWBOLD: Two Sisters Lake Management Planning Project- Phase 1
04/13/2012,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
04/13/2012,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/31/2012,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/11/2012,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/25/2012,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/25/2012,Kent Bradshaw- Paul A Kuhn,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/22/2012,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/22/2012,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/25/2013,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/24/2013,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/24/2013,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/20/2013,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/29/2013,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/23/2014,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/22/2014,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/23/2014,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/23/2014,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
09/03/2014,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/27/2015,Chris Morris ,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/27/2015,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/27/2015,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/27/2015,Kent Bradshaw,Citizen Lake Monitoring Network QA/QC - 2015
06/27/2015,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/20/2015,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/20/2015,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/26/2015,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/26/2015,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/02/2016,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
05/02/2016,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
06/22/2016,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/18/2016,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/18/2016,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/31/2016,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/31/2016,Kent Bradshaw- J. Robert Nicholson,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
04/22/2017,Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
04/24/2017,Kent Bradshaw and John Schroeder,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
07/17/2017,Bob Nicholson- John Schroeder- Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
08/24/2017,Bob Nicholson- John Schroeder- Kent Bradshaw,Citizen Lake Monitoring - Water Quality - Two Sisters Lake; West Bay
